"","playlist_id","playlist_name","danceability","energy","speechiness","acousticness","instrumentalness","liveness","valence","track.id","track.name"
"1157","37i9dQZF1DXbwoaqxaoAVr","Sunshine Reggae",0.814,0.599,0.144,0.0367,0,0.438,0.721,"2c8SxnR1Y9m7v5WnpfaoZp","Monde de fous"
"1158","37i9dQZF1DXbwoaqxaoAVr","Sunshine Reggae",0.686,0.785,0.236,0.0114,0,0.138,0.444,"2Rn5NVoQqXO6RAzs9ukquC","Queen Majesty"
"1159","37i9dQZF1DXbwoaqxaoAVr","Sunshine Reggae",0.636,0.677,0.124,0.0611,1.41e-06,0.106,0.694,"0FsqhyyHNZJfK29IpHihMK","No Other Love (feat. Estelle)"
"1160","37i9dQZF1DXbwoaqxaoAVr","Sunshine Reggae",0.706,0.796,0.0766,0.0543,0,0.0625,0.876,"7wrvNHeaoRB0jvjXpDEvwK","Have It All - Easy Star All-Stars & Michael Goldwasser Reggae Mix"
"1161","37i9dQZF1DXbwoaqxaoAVr","Sunshine Reggae",0.701,0.546,0.036,0.171,0,0.1,0.776,"2IuJYsK6oaFId5SCp4D2b4","Cool & Easy"
"1162","37i9dQZF1DXbwoaqxaoAVr","Sunshine Reggae",0.801,0.527,0.118,0.0192,0.118,0.131,0.52,"29JOtyhGMv2gfikATHJlCF","Warning (feat. Stick Figure)"
"1163","37i9dQZF1DXbwoaqxaoAVr","Sunshine Reggae",0.869,0.538,0.0437,0.333,0.128,0.162,0.742,"35cWnQKyLjmzkq81M51D9n","World on Fire (feat. Slightly Stoopid)"
"1164","37i9dQZF1DXbwoaqxaoAVr","Sunshine Reggae",0.648,0.596,0.147,0.00926,0,0.0705,0.797,"6l3N5PqwZlGBRTMljrX923","If Not Today"
"1165","37i9dQZF1DXbwoaqxaoAVr","Sunshine Reggae",0.477,0.854,0.138,0.0603,0,0.168,0.494,"0CmQgwV3Bmzh9nZb9TNVEI","Do To Me"
"1166","37i9dQZF1DXbwoaqxaoAVr","Sunshine Reggae",0.755,0.565,0.136,0.242,0,0.324,0.871,"5s4fXhvpMYRasAqCb8zhoc","Little Green Apples"
"1167","37i9dQZF1DXbwoaqxaoAVr","Sunshine Reggae",0.812,0.666,0.131,0.419,0.103,0.236,0.795,"2FgAvIPnk7PEx8IGSpe3NF","Soon Come"
"1168","37i9dQZF1DXbwoaqxaoAVr","Sunshine Reggae",0.728,0.696,0.0632,0.0471,1.81e-05,0.0233,0.674,"5GrXshz0UGM1qP74PKHKOC","Already Gold"
"1169","37i9dQZF1DXbwoaqxaoAVr","Sunshine Reggae",0.786,0.755,0.0949,0.462,0,0.181,0.639,"2CPBGyZAIJ1l4h2A7bEbwE","As Good As It Seems"
"1170","37i9dQZF1DXbwoaqxaoAVr","Sunshine Reggae",0.764,0.567,0.0299,0.113,0.0241,0.105,0.688,"6gHyLryaRWe34ayc0cII0Z","Outer Space"
"1171","37i9dQZF1DXbwoaqxaoAVr","Sunshine Reggae",0.833,0.808,0.0414,0.304,0.00918,0.045,0.961,"3Nbgpc2ooFHtkCT9ZLRFXg","Animal - Mark Ronson Remix"
"1172","37i9dQZF1DXbwoaqxaoAVr","Sunshine Reggae",0.645,0.561,0.047,0.468,2.66e-06,0.117,0.928,"39pT7iJCkKGY6QkWqnvciP","Rescue (feat. Mic Dainjah)"
"1173","37i9dQZF1DXbwoaqxaoAVr","Sunshine Reggae",0.891,0.515,0.0857,0.544,0.0637,0.0957,0.91,"5f1ipolg7GbqPvU82RrPKW","Beautiful Things"
"1174","37i9dQZF1DXbwoaqxaoAVr","Sunshine Reggae",0.763,0.459,0.0342,0.0931,0.00579,0.0741,0.268,"1jdOJBKLdLtSrV63ztyYdP","Don't Start Now"
"1175","37i9dQZF1DXbwoaqxaoAVr","Sunshine Reggae",0.683,0.747,0.113,0.0261,1.96e-05,0.261,0.722,"4s1SbOyRhLpRFWKRmxhhZ5","Come Over"
"1176","37i9dQZF1DXbwoaqxaoAVr","Sunshine Reggae",0.759,0.535,0.0441,0.078,0.0121,0.107,0.46,"0vq0qoIMXjE8uFzIIyiOy9","Hello (Reggae Cover)"
"1177","37i9dQZF1DXbwoaqxaoAVr","Sunshine Reggae",0.669,0.703,0.169,0.224,0,0.0716,0.692,"2mjlROYtPqKp9mWANqGtCf","Catching Feelings (feat. J Boog) - Bimwala Remix"
"1178","37i9dQZF1DXbwoaqxaoAVr","Sunshine Reggae",0.794,0.743,0.092,0.103,0,0.363,0.748,"5DCEMewxezepGsTKEmLrFp","Roots Rock Reggae"
"1179","37i9dQZF1DXbwoaqxaoAVr","Sunshine Reggae",0.803,0.719,0.0504,0.0243,0,0.0456,0.941,"5rzpYteMpmaXAymIQoqmFC","All Day"
"1180","37i9dQZF1DXbwoaqxaoAVr","Sunshine Reggae",0.806,0.488,0.276,0.124,1.2e-05,0.245,0.716,"3wE1mg5XLt1HR4BC3Dm6Tg","Magic Potion"
"1181","37i9dQZF1DXbwoaqxaoAVr","Sunshine Reggae",0.761,0.679,0.081,0.036,4.56e-06,0.518,0.64,"5f4Lo2AAIOiosMrsgCIFGZ","Let Somebody Love You"
"1182","37i9dQZF1DXbwoaqxaoAVr","Sunshine Reggae",0.628,0.518,0.292,0.124,0,0.212,0.725,"67WqnBV34inBIzVoEX8UV1","Tellme"
"1183","37i9dQZF1DXbwoaqxaoAVr","Sunshine Reggae",0.613,0.478,0.176,0.487,0.00475,0.103,0.487,"1A0GQQTh59wxrM5OT4Dw0o","Fly High"
"1184","37i9dQZF1DXbwoaqxaoAVr","Sunshine Reggae",0.723,0.255,0.072,0.0572,6.69e-06,0.0725,0.428,"2w7xs3r4RZtipgMYTlxsvr","Is This Love"
"1185","37i9dQZF1DXbwoaqxaoAVr","Sunshine Reggae",0.711,0.653,0.0776,0.0362,0.00482,0.149,0.551,"19L8E51SOAjb0DdA349YuW","Three Little Birds"
"1186","37i9dQZF1DXbwoaqxaoAVr","Sunshine Reggae",0.474,0.772,0.26,0.368,3.32e-06,0.183,0.427,"5C2ry6OWozoqrEDyBz7MOX","Hell and High Water (feat. Alessia Cara)"
"1187","37i9dQZF1DXbwoaqxaoAVr","Sunshine Reggae",0.703,0.901,0.0859,0.0125,0,0.353,0.797,"5hrrgSG5jauJS19Qjvb7En","Prisoner"
"1188","37i9dQZF1DXbwoaqxaoAVr","Sunshine Reggae",0.871,0.619,0.0924,0.334,2.52e-05,0.322,0.876,"4DkypNYUkFpVGti3L7wUC3","Wrong Decision"
"1189","37i9dQZF1DXbwoaqxaoAVr","Sunshine Reggae",0.434,0.589,0.121,0.0108,3.28e-06,0.111,0.548,"4p3AtXEYX93pPgIk0i4Sop","Time"
"1190","37i9dQZF1DXbwoaqxaoAVr","Sunshine Reggae",0.567,0.751,0.0585,0.0235,0.859,0.12,0.904,"7fVqTkbZBkLsgJJ5srFbAy","El Poder"
"1191","37i9dQZF1DXd6tJtr4qeot","Punk Essentials",0.55,0.918,0.0682,0.00466,0,0.206,0.563,"1FMm3wG5WOhi7js35KR7Ea","You're Gonna Go Far, Kid"
"1192","37i9dQZF1DXd6tJtr4qeot","Punk Essentials",0.634,0.886,0.0517,0.0291,0,0.342,0.922,"5kD9T7GForh8LnRz5ClbL8","The Middle"
"1193","37i9dQZF1DXd6tJtr4qeot","Punk Essentials",0.401,0.953,0.0752,1.83e-05,2.56e-05,0.149,0.555,"44wXefe8WB9Fd6xwtmAwbR","Monkey Wrench"
"1194","37i9dQZF1DXd6tJtr4qeot","Punk Essentials",0.405,0.91,0.128,0.000499,0,0.0739,0.641,"4dzOxPZFYX77xpMwv4EhnO","Fat Lip"
"1195","37i9dQZF1DXd6tJtr4qeot","Punk Essentials",0.442,0.943,0.0602,0.00293,8.71e-06,0.091,0.781,"6L89mwZXSOwYl76YXfX13s","Basket Case"
"1196","37i9dQZF1DXd6tJtr4qeot","Punk Essentials",0.482,0.932,0.0594,0.0407,0,0.358,0.702,"4u4KpbgVzzF62uoOItsEiG","Self-Esteem"
"1197","37i9dQZF1DXd6tJtr4qeot","Punk Essentials",0.426,0.972,0.0954,0.0017,0,0.171,0.341,"6WkSUgo1VdpzgtiXKlFPcY","Dammit"
"1198","37i9dQZF1DXd6tJtr4qeot","Punk Essentials",0.49,0.884,0.0514,0.0174,0,0.381,0.84,"3lyGPUbSIXOuOWZ636okzu","Mercy Me"
"1199","37i9dQZF1DXd6tJtr4qeot","Punk Essentials",0.339,0.931,0.062,0.0015,0.000142,0.425,0.467,"3asFGFY3uLjMDmML1p0tYm","Savior"
"1200","37i9dQZF1DXd6tJtr4qeot","Punk Essentials",0.566,0.835,0.0504,0.000192,0,0.0581,0.749,"68pN2UQYhwQgPy7VrCFKuV","In Too Deep"
"1201","37i9dQZF1DXd6tJtr4qeot","Punk Essentials",0.395,0.967,0.118,0.0199,0,0.574,0.237,"24k9bchbSS4FXJkTFp3Usd","Pain"
"1202","37i9dQZF1DXd6tJtr4qeot","Punk Essentials",0.509,0.817,0.0502,0.000439,5.56e-06,0.0947,0.597,"5dJqHtAc4toOPTRX9xfOB6","Los Angeles"
"1203","37i9dQZF1DXd6tJtr4qeot","Punk Essentials",0.403,0.956,0.0732,0.017,7.09e-05,0.0893,0.561,"5JZcX7TTLx4l0xFIXJ3DBt","What's My Age Again?"
"1204","37i9dQZF1DXd6tJtr4qeot","Punk Essentials",0.52,0.945,0.0335,0.00599,4.97e-05,0.0495,0.807,"4sQJXbtxwoKHG7PwMRJ0Ig","The Kids Aren't Alright"
"1205","37i9dQZF1DXd6tJtr4qeot","Punk Essentials",0.546,0.875,0.0445,0.0205,0,0.0669,0.765,"1jvqZQtbBGK5GJCGT615ao","This Is the End (For You My Friend)"
"1206","37i9dQZF1DXd6tJtr4qeot","Punk Essentials",0.45,0.937,0.0504,0.000887,0.00457,0.379,0.791,"0xekz0DISgwV4pa1Gt3ui2","Fuck Authority"
"1207","37i9dQZF1DXd6tJtr4qeot","Punk Essentials",0.436,0.935,0.0538,0.000129,0.000141,0.0821,0.901,"6cL7NCFSvqWrBH5r4mkvVV","Superman"
"1208","37i9dQZF1DXd6tJtr4qeot","Punk Essentials",0.198,0.977,0.173,0.00131,4.62e-05,0.23,0.351,"3wTyLh0vhP3dN5yv0Mti17","Prayer Of The Refugee"
"1209","37i9dQZF1DXd6tJtr4qeot","Punk Essentials",0.363,0.937,0.0795,0.000122,0.0275,0.274,0.67,"1hPftDY3fsBXQuZvzShMYA","The Hell Song"
"1210","37i9dQZF1DXd6tJtr4qeot","Punk Essentials",0.522,0.88,0.0633,9.38e-05,0.00111,0.0812,0.701,"0arNrzPygksLY2pEbRgBjw","The Artist In The Ambulance"
"1211","37i9dQZF1DXd6tJtr4qeot","Punk Essentials",0.559,0.89,0.0682,0.0503,0,0.175,0.648,"00AgttKx4gRJghhPETFrOE","Franco Un-American"
"1212","37i9dQZF1DXd6tJtr4qeot","Punk Essentials",0.439,0.891,0.057,0.0122,0,0.547,0.695,"7yCPwWs66K8Ba5lFuU2bcx","All The Small Things"
"1213","37i9dQZF1DXd6tJtr4qeot","Punk Essentials",0.462,0.984,0.114,0.000141,4.28e-05,0.377,0.327,"3fPSHjVO4iwwGEhHvTwlNb","Try Honesty"
"1214","37i9dQZF1DXd6tJtr4qeot","Punk Essentials",0.539,0.989,0.0517,0.00177,0,0.131,0.52,"3B8sLBRLKcv0f5j3yUMXoU","Fall Back Down"
"1215","37i9dQZF1DXd6tJtr4qeot","Punk Essentials",0.308,0.873,0.0533,0.00022,0.000729,0.0974,0.686,"0Ti2dlF2xLjXblvdU5fCxM","Miss Murder"
"1216","37i9dQZF1DXd6tJtr4qeot","Punk Essentials",0.494,0.939,0.126,0.00666,0,0.139,0.893,"0BRHnOFm6sjxN1i9LJrUDu","The Anthem"
"1217","37i9dQZF1DXd6tJtr4qeot","Punk Essentials",0.417,0.967,0.109,0.000367,0,0.0632,0.431,"5ZNZUo9XYGFpax6jXZ0DIf","When Your Heart Stops Beating"
"1218","37i9dQZF1DXd6tJtr4qeot","Punk Essentials",0.584,0.898,0.0432,0.000482,0.0273,0.184,0.865,"4SdM8S3g7MZjEnbtU6eyXP","Cool Kids"
"1219","37i9dQZF1DXd6tJtr4qeot","Punk Essentials",0.251,0.954,0.0691,0.000674,0.000132,0.0975,0.264,"5BmagRD7Thki6O1zZwbxBy","The Boys of Summer"
"1220","37i9dQZF1DXd6tJtr4qeot","Punk Essentials",0.381,0.732,0.0536,0.00834,0.0101,0.0854,0.814,"3LRJbFT9rKoKv4aW7PuBJC","Longview"
"1221","37i9dQZF1DXd6tJtr4qeot","Punk Essentials",0.18,0.934,0.115,3.32e-05,0.000551,0.0702,0.433,"16RLonBmK3BaWJnYRLUiyH","Linoleum"
"1222","37i9dQZF1DXd6tJtr4qeot","Punk Essentials",0.599,0.992,0.0633,0.00028,0.000378,0.0821,0.336,"07mVQTlTYABSSsNNasAPbI","This Is How It Goes"
"1223","37i9dQZF1DXd6tJtr4qeot","Punk Essentials",0.242,0.946,0.102,0.000413,3.7e-05,0.132,0.341,"6xLlFIY9nuri5BR0Cp84ea","Re-Education (Through Labor)"
"1224","37i9dQZF1DXd6tJtr4qeot","Punk Essentials",0.494,0.946,0.0637,0.00129,0,0.398,0.741,"33iv3wnGMrrDugd7GBso1z","My Own Worst Enemy"
"1225","37i9dQZF1DXd6tJtr4qeot","Punk Essentials",0.483,0.98,0.07,7.44e-05,0,0.0393,0.87,"174t68Pnn9wb1UgM7fCRmY","Skate Or Die"
"1226","37i9dQZF1DXd6tJtr4qeot","Punk Essentials",0.62,0.93,0.0374,0.00043,0,0.0686,0.609,"2g2a5kDeZexbUTD8abcvm6","Lifestyles of the Rich & Famous"
"1227","37i9dQZF1DXd6tJtr4qeot","Punk Essentials",0.519,0.77,0.0809,0.0675,3.48e-06,0.0762,0.921,"5AaIIXt2QEgDevuGoDC1je","Come Out and Play"
"1228","37i9dQZF1DXd6tJtr4qeot","Punk Essentials",0.398,0.978,0.133,0.000291,0,0.0947,0.441,"12mF5rnbbT7jNqiBv8NBFt","My Friends Over You"
"1229","37i9dQZF1DXd6tJtr4qeot","Punk Essentials",0.431,0.95,0.26,0.00105,3.63e-05,0.272,0.56,"0jqK7sGTLsHPkQrrcrGuKD","Still Waiting"
"1230","37i9dQZF1DXd6tJtr4qeot","Punk Essentials",0.539,0.977,0.0743,0.00441,0,0.943,0.261,"77BfOPXhlnNaSbg647qkx2","Pretty Handsome Awkward"
"1231","37i9dQZF1DXd6tJtr4qeot","Punk Essentials",0.579,0.928,0.0411,0.000715,0,0.18,0.882,"1fJFuvU2ldmeAm5nFIHcPP","First Date"
"1232","37i9dQZF1DXd6tJtr4qeot","Punk Essentials",0.388,0.948,0.037,0.00782,0,0.331,0.68,"1sBxH9ZMMQ1dYlW3Ol18ae","American Jesus"
"1233","37i9dQZF1DXd6tJtr4qeot","Punk Essentials",0.582,0.91,0.107,0.0755,1.03e-06,0.0992,0.733,"1hh4GY1zM7SUAyM3a2ziH5","All My Best Friends Are Metalheads"
"1234","37i9dQZF1DXd6tJtr4qeot","Punk Essentials",0.422,0.992,0.107,5.41e-05,1.17e-05,0.15,0.396,"53S5rCt8LFsocU95QXoK1X","White People for Peace"
"1235","37i9dQZF1DXd6tJtr4qeot","Punk Essentials",0.463,0.857,0.0632,0.0506,0,0.184,0.856,"7j31rVgGX9Q2blT92VBEA0","Teenagers"
"1236","37i9dQZF1DXd6tJtr4qeot","Punk Essentials",0.413,0.984,0.0472,0.000434,0.0155,0.0939,0.405,"1Lpmme6uCsPJIdcbR5aePx","I Was Wrong"
"1237","37i9dQZF1DXd6tJtr4qeot","Punk Essentials",0.382,0.932,0.0716,3.5e-05,0,0.243,0.57,"0DxN6Ywom8nnndyQXdSBPy","Breathing"
"1238","37i9dQZF1DXd6tJtr4qeot","Punk Essentials",0.208,0.976,0.151,0.00972,0,0.796,0.527,"05gqS78oJVqZIvIARimXjD","All I Want"
"1239","37i9dQZF1DXd6tJtr4qeot","Punk Essentials",0.38,0.988,0.0639,2.64e-05,7.86e-05,0.368,0.769,"6nTiIhLmQ3FWhvrGafw2zj","American Idiot"
"1240","37i9dQZF1DXd6tJtr4qeot","Punk Essentials",0.307,0.982,0.145,0.0157,0,0.389,0.339,"4cbXRMGdKMjeWei1rOZz8M","Punk Rawk Show"
"1241","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.456,0.971,0.0424,5.07e-05,4.36e-05,0.404,0.795,"0wQijUR7EPm5IvNEDFrWMa","Chelsea"
"1242","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.328,0.974,0.169,0.00123,0,0.3,0.334,"5rRwE8PjHsBXfvQ2toLAA9","The Perfect Crime"
"1243","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.361,0.844,0.0417,0.000237,0.000359,0.075,0.874,"4bF05KJHbr9sXJjgDiIQyq","Cobra Skullifornia"
"1244","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.511,0.983,0.118,3.02e-05,3.87e-05,0.0566,0.492,"735IKyZVYEZhZ17mId6mzQ","Fire Sale"
"1245","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.417,0.956,0.102,0.00667,1.98e-06,0.34,0.5,"7wUUggmZV5cBlgEudvfAtj","Bleed American"
"1246","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.397,0.95,0.165,0.00367,2.97e-05,0.0638,0.252,"7iLXUeM0nqctdCsfun2Ahx","The Separation Of Church And Skate"
"1247","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.524,0.99,0.11,0.0405,0,0.226,0.37,"4UZutjK0kmuGpsTJddEGwd","'Merican"
"1248","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.324,0.976,0.12,0.000113,0,0.293,0.463,"6jjsvz1cxRDU1rlW9Kkv5Z","Broken Dreams, Inc."
"1249","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.436,0.935,0.0538,0.000129,0.000141,0.0821,0.901,"6cL7NCFSvqWrBH5r4mkvVV","Superman"
"1250","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.522,0.992,0.0925,0.00325,8.23e-06,0.137,0.144,"16MPZDpM5JTtIBs3pOMSWx","Dig Up Her Bones"
"1251","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.553,0.966,0.074,0.000548,4.06e-05,0.197,0.609,"451h1BW2NaOBnMXnbRJhkG","All My Friends Are Nobodies"
"1252","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.411,0.811,0.0434,0.000928,0,0.218,0.847,"1BqJIsOlo8rpm6FJ5N8VtJ","I Don't Wanna Be An Asshole Anymore"
"1253","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.55,0.918,0.0682,0.00466,0,0.206,0.563,"1FMm3wG5WOhi7js35KR7Ea","You're Gonna Go Far, Kid"
"1254","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.489,0.953,0.0607,2.3e-05,0.06,0.0408,0.354,"6qXSX0SdYxtSU8jbLiLdNA","Linewleum (feat. Avenged Sevenfold)"
"1255","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.463,0.892,0.0625,0.000231,0.0635,0.2,0.318,"7IWy06GHpq6drrrQfyXMNF","Rookie"
"1256","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.427,0.959,0.0586,0.000266,0.00541,0.287,0.772,"4YdSK6GVALPUDNij64lZ9F","Live While You Can"
"1257","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.328,0.988,0.14,0.000451,0.000114,0.384,0.431,"4qey2dKoQMMo231qO46Z5j","Only Ones I Trust"
"1258","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.554,0.932,0.0485,0.00154,0.000142,0.425,0.478,"1vcxF91pWs9uNwDROuiCPB","Savior"
"1259","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.524,0.917,0.141,0.000767,0,0.11,0.643,"0TilqqFE4PTarkBCsx3udk","What Are We Standing For"
"1260","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.42,0.952,0.257,0.00115,5.72e-05,0.294,0.511,"4rLKjYqJjLU0Odg52kGL2O","Still Waiting"
"1261","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.51,0.844,0.0567,0.000168,0.000449,0.137,0.432,"6hWO05CFzbcnOTMnTnfl5W","Rocket Man"
"1262","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.446,0.924,0.037,1.32e-05,0.225,0.192,0.747,"4Nlu8kaDCY6j2xdkOJ5HjW","Huck It"
"1263","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.479,0.964,0.0464,8.04e-05,0.115,0.0716,0.553,"5eDg6k43PlEoK9YNZrq4Ph","Paradise"
"1264","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.431,0.95,0.147,0.000184,0.0402,0.175,0.651,"2eKVo1JrBjEM7fiR6JPiU7","Six Years on Dope"
"1265","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.458,0.779,0.0486,0.00184,4.28e-05,0.313,0.729,"7AimHQrOUoUTYbVX87D3Zl","96 Quite Bitter Beings"
"1266","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.322,0.967,0.0751,2.52e-05,6.6e-05,0.182,0.486,"70uib2Tdquyh4JDqvgUhZx","Our Great Divide"
"1267","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.551,0.944,0.0545,1.95e-05,0,0.0282,0.195,"7EGoQETczr03bJdSRZDFIe","Graveyard Island"
"1268","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.426,0.976,0.294,0.000391,0.000241,0.0797,0.338,"6gWWwvoKdulgFX4I1wMQLQ","When Both Sides Suck, We're All Winners"
"1269","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.315,0.929,0.0391,0.000862,0.0338,0.439,0.723,"1pxdFGV2kO8oBmM8vys3F4","Black Hole In My Mind"
"1270","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.344,0.972,0.116,8.48e-05,0,0.293,0.387,"4XOZaPYeMn9hcbpyS90NnD","Lights And Sounds"
"1271","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.389,0.956,0.0982,1.95e-05,0.0105,0.314,0.566,"3AqzfDm9ekws7ht3DgHO6Q","I Love You More Than I Hate Me"
"1272","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.445,0.967,0.0896,0.000112,0.000736,0.295,0.476,"4C0ZP5m9z0pfefQHUhach5","Gave You Everything"
"1273","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.537,0.982,0.0821,0.00694,0.000316,0.32,0.356,"1p40MAvOzGAO07icf3MuAl","Victory Lap"
"1274","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.383,0.986,0.0617,0.000287,0,0.179,0.578,"22klU94r0NFtx4cPO8KqHk","No Cigar"
"1275","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.634,0.886,0.0517,0.0291,0,0.342,0.922,"5kD9T7GForh8LnRz5ClbL8","The Middle"
"1276","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.533,0.931,0.0961,0.0034,0,0.059,0.787,"49KsGRK6Pq6pjlGvBQ8NoQ","Lie to Me"
"1277","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.555,0.839,0.0483,0.000114,0.0574,0.102,0.637,"3c3XnCPwxGhQEHFxxjQcWe","Thrash Unreal"
"1278","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.416,0.967,0.109,0.000367,0,0.0632,0.431,"1VpTwecl7EbQiGyVsvwFQE","When Your Heart Stops Beating"
"1279","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.361,0.916,0.0771,0.000129,0.0129,0.206,0.643,"5jVKpqA8ARnVuMmt8yTyGi","The Hell Song"
"1280","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.446,0.865,0.0426,0.00162,0,0.0749,0.803,"5YtpGJgS6vBDMMaguVeRDG","Worries"
"1281","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.541,0.953,0.173,0.00216,7.16e-06,0.468,0.814,"5H563lLtO41rxzmPxEgj1B","Veteran"
"1282","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.209,0.962,0.0482,0.000269,6.97e-05,0.15,0.351,"3cnD0uH9C0AY4oxmb84gpc","After the Party"
"1283","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.578,0.894,0.0593,0.00158,7.51e-06,0.383,0.522,"1OGVFkHHzgupyil0N386Q5","hollywood sucks//"
"1284","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.383,0.971,0.163,0.000443,0,0.323,0.671,"3hjCqnOScnTmhv2Xvvv8Mq","Reckless Paradise"
"1285","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.36,0.981,0.0686,0.000126,0.00109,0.393,0.932,"1LWCv9GUT0Ls8v1Dlm6fEi","Back of Your Head"
"1286","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.555,0.961,0.1,0.000197,0.00044,0.261,0.612,"1rN0oCOxRqDhZlgbmr1KzV","If You're Looking for Your Knife...I Think My Back Found It"
"1287","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.465,0.972,0.141,0.00146,7.77e-06,0.361,0.632,"753Vq51xoF1V1pkoBKkVPI","Infinite"
"1288","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.404,0.997,0.147,0.0251,0,0.314,0.496,"06FZTZdkninGWCC31MJIMX","Change That Song Mr. DJ"
"1289","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.449,0.957,0.0874,0.000775,0.00057,0.103,0.444,"52olXkCzKWjG0Lrmse0VT4","I Was a Teenage Anarchist"
"1290","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.617,0.924,0.0385,0.000345,0,0.0634,0.58,"1DUnypzbJM62r6UOoHm6Qi","Lifestyles of the Rich & Famous"
"1291","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.243,0.947,0.102,0.000417,3.41e-05,0.133,0.338,"2TJqTvzycPZiHcTSgih4d9","Re-Education (Through Labor)"
"1292","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.483,0.98,0.07,7.44e-05,0,0.0393,0.87,"174t68Pnn9wb1UgM7fCRmY","Skate Or Die"
"1293","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.491,0.97,0.119,0.000181,8.73e-05,0.176,0.344,"2dap4hYk1G7f7mxCpeRkDD","Not The Same"
"1294","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.686,0.667,0.0587,0.00752,0.00664,0.405,0.332,"35iLpqqQg4KrfYAzbvN1vH","New Noise"
"1295","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.625,0.963,0.0529,0.123,8.68e-05,0.375,0.877,"5BdbpAak9RUhjwT8fwciZe","On A Turntable"
"1296","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.472,0.854,0.0531,6.95e-05,0.0123,0.123,0.648,"2NSw8SOcQ6EVLf1QZFMH1h","Thrash Metal Cassette"
"1297","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.362,0.987,0.167,0.000516,0,0.346,0.52,"2bwvIrD9qzR39vHHvYDasm","Punk Rock And Roll"
"1298","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.466,0.978,0.0612,0.0113,0.00466,0.361,0.5,"5sEmIMKfc3Y75rDHc6dnOb","I Won't Lie Down"
"1299","37i9dQZF1DX3MU5XUozve7","Skatepark Punks",0.28,0.864,0.0404,0.000913,1.01e-06,0.101,0.754,"3cB9nNtcPWNOfteWjsmDlH","I'm Still Not Dead"
